1.00000	0.03158	0.03550	0.01876	0.15217	0.02179	0.05521	0.00502	0.00212	0.17352	0.04328	0.09375	0.01188	0.03181	0.02991	0.01342	0.01117	0.01828	0.02487	0.02022	0.01003	0.08011	0.00829	0.10119	0.04787	0.02991	0.03383	0.02645	0.03805	0.00692	0.02645	0.00692	0.07532	0.06660	0.01342	0.07083	0.09061	0.03261	0.02991	0.01935	0.09061	0.00767	0.02338	0.09061	0.07532	0.08520	0.06660	0.01117	0.02963	0.04895	0.01111	0.01685	0.05537	0.01003	0.00929	0.09636	0.10248	0.13333	0.10899	0.00767	0.04895	0.05537	0.11591	0.03279	0.00692	0.01003	0.66102	0.01242	0.00692	0.01130	0.00737	0.09636	0.02991	0.04639	0.10274	0.10248	0.09636	0.09061	0.31387	0.10899	0.10899	0.01422	0.01111	0.09061	0.02874	0.08011	0.07532	0.09061	0.09061	0.09636	0.08520	0.12687	0.09636	0.02841	0.01117	0.09061	0.25748	0.05537	0.09636	0.08025	0.00737	0.08520	0.10248	0.02190	0.01274	0.02059	0.08520	0.08520	0.03226	0.09636	0.10899	0.02643	0.08011	0.01117	0.09636	0.09061	0.09636	0.00714	0.14354	0.07083	0.09636	0.01705	0.01389	0.45026	0.05114	0.09636	0.09636	0.09636	0.09636	0.10899	0.02027	0.04069	0.09061	0.08011	0.01111	0.09636	0.01003	0.09636	0.02027	0.06338	0.01342	0.01342	0.02027	0.09636	0.09636	0.09636	0.09636	0.00929	0.09636
0.03158	1.00000	0.04878	0.02521	0.04891	0.12150	0.19658	0.00043	0.00048	0.03468	0.00036	0.13158	0.00038	0.00079	0.00025	0.04854	0.00007	0.00025	0.00030	0.14448	0.03382	0.00040	0.02593	0.13107	0.27465	0.00036	0.00025	0.00066	0.04724	0.04267	0.03419	0.04267	0.00089	0.00048	0.22330	0.00036	0.00066	0.04348	0.08571	0.13673	0.00051	0.02341	0.00031	0.00040	0.00043	0.00033	0.00026	0.00017	0.18211	0.00045	0.03731	0.06061	0.00045	0.30435	0.03030	0.00038	0.00045	0.02514	0.00043	0.02341	0.00031	0.00028	0.00036	0.18978	0.04267	0.30435	0.03158	0.04348	0.04267	0.08397	0.04762	0.00038	0.11765	0.19595	0.15000	0.00045	0.00043	0.00040	0.00040	0.00043	0.00038	0.04848	0.03731	0.00045	0.10938	0.00045	0.00048	0.00045	0.00045	0.00043	0.00043	0.19318	0.00038	0.03846	0.03759	0.00040	0.00003	0.00028	0.00038	0.00066	0.04762	0.00043	0.00045	0.21630	0.20721	0.06087	0.00043	0.00048	0.07857	0.00038	0.00038	0.08287	0.00031	0.03759	0.00043	0.00031	0.00038	0.02134	0.02761	0.00051	0.00043	0.06154	0.04706	0.00038	0.06923	0.00038	0.00043	0.00033	0.15652	0.00043	0.07843	0.02222	0.00045	0.00036	0.03731	0.00043	0.30435	0.00043	0.17647	0.09375	0.04854	0.04854	0.07843	0.00043	0.00038	0.00038	0.00038	0.03030	0.00038
0.03550	0.04878	1.00000	0.85825	0.05521	0.03226	0.09375	0.00055	0.00055	0.03947	0.00156	0.16129	0.00062	0.00212	0.00138	0.02439	0.00066	0.00074	0.00079	0.02894	0.01818	0.00156	0.01316	0.03243	0.07438	0.00199	0.00084	0.00199	0.05310	0.01099	0.00176	0.01099	0.00271	0.00187	0.02439	0.00156	0.00176	0.05128	0.00122	0.02719	0.17544	0.01167	0.00074	0.00176	0.00166	0.00187	0.00166	0.00051	0.04428	0.00138	0.01770	0.02703	0.00156	0.01818	0.01587	0.00166	0.00199	0.02848	0.00187	0.01167	0.00084	0.00122	0.00225	0.05172	0.01099	0.01818	0.03550	0.02128	0.01099	0.01818	0.01099	0.00187	0.00225	0.07087	0.18987	0.00199	0.00166	0.00176	0.00156	0.00187	0.00187	0.02083	0.01770	0.00199	0.04673	0.00156	0.00212	0.00176	0.00176	0.00166	0.00187	0.25373	0.00187	0.04587	0.01786	0.00176	0.00022	0.00122	0.00166	0.00199	0.01099	0.00187	0.25806	0.03249	0.02222	0.82178	0.00187	0.00166	0.05042	0.00166	0.00166	0.03750	0.00138	0.01786	0.00187	0.00199	0.00166	0.01049	0.03169	0.00176	0.00166	0.02752	0.02013	0.00187	0.08257	0.00166	0.00187	0.00166	0.00187	0.00166	0.03704	0.00079	0.00176	0.00122	0.01770	0.00166	0.01818	0.00187	0.03704	0.12000	0.02439	0.02439	0.03704	0.00166	0.00166	0.00166	0.00166	0.01587	0.00166
0.01876	0.02521	0.85825	1.00000	0.03666	0.01247	0.05965	0.01828	0.00987	0.02072	0.09636	0.11913	0.01616	0.07083	0.05206	0.01211	0.01343	0.04069	0.06262	0.01127	0.00669	0.17836	0.00500	0.01723	0.04834	0.05888	0.05888	0.05888	0.03534	0.00301	0.06660	0.00301	0.10248	0.14828	0.01211	0.15769	0.17836	0.02639	0.04603	0.01063	0.08809	0.00448	0.05206	0.22817	0.16771	0.18968	0.14828	0.02487	0.02306	0.10899	0.00908	0.01744	0.12327	0.00669	0.00593	0.21454	0.22817	0.01110	0.24265	0.00448	0.10899	0.08520	0.17836	0.02660	0.00301	0.00669	0.01876	0.01073	0.00301	0.00931	0.00424	0.21454	0.05888	0.04624	0.13769	0.25806	0.21454	0.20173	0.22817	0.21454	0.21454	0.01372	0.00908	0.20173	0.03499	0.17836	0.16771	0.22817	0.22817	0.21454	0.18968	0.20706	0.21454	0.03441	0.00916	0.22817	0.00642	0.12327	0.21454	0.09636	0.00424	0.21454	0.14440	0.01255	0.01115	0.34103	0.18968	0.24265	0.02599	0.21454	0.21454	0.01975	0.17836	0.00916	0.21454	0.15769	0.21454	0.00406	0.01226	0.20173	0.24265	0.01773	0.01329	0.21454	0.05318	0.21454	0.21454	0.18968	0.21454	0.24265	0.02313	0.09061	0.20173	0.17836	0.00908	0.21454	0.00669	0.21454	0.02313	0.09461	0.01211	0.01211	0.02313	0.21454	0.21454	0.21454	0.21454	0.00593	0.21454
0.15217	0.04891	0.05521	0.03666	1.00000	0.03741	0.07643	0.00089	0.00062	0.11268	0.00472	0.11688	0.00166	0.00392	0.00369	0.02098	0.00288	0.00417	0.00567	0.15012	0.01742	0.00873	0.01429	1.26829	0.28571	0.00873	0.00369	0.00472	0.22560	0.01288	0.00472	0.01288	0.01050	0.00929	0.02098	0.00772	0.01117	0.05056	0.00369	0.03311	0.00873	0.01319	0.00533	0.00987	0.00821	0.00929	0.00726	0.00326	0.19847	0.00682	0.01724	0.02326	0.00987	0.01742	0.01608	0.01050	0.01117	0.27854	0.01188	0.01319	0.00603	0.00682	0.05161	0.05085	0.01288	0.01742	0.15217	0.01935	0.01288	0.01754	0.01266	0.01050	0.00417	0.06383	0.12857	0.01263	0.01050	0.01117	0.03759	0.01050	0.01050	0.01951	0.01724	0.00987	0.03571	0.00987	0.01188	0.01117	0.01117	0.01050	0.01050	0.14062	0.01050	0.03529	0.01734	0.01263	0.03083	0.00603	0.01050	0.24359	0.01266	0.01188	0.00987	0.16291	0.01987	0.03529	0.01050	0.01050	0.05000	0.01050	0.01050	0.04072	0.00873	0.01734	0.01050	0.00987	0.01050	0.01225	0.30049	0.01263	0.01050	0.02353	0.01905	0.08649	0.30588	0.01050	0.01050	0.00929	0.01050	0.01050	0.02817	0.00502	0.00987	0.00772	0.01724	0.01050	0.01742	0.01188	0.02817	0.07353	0.02098	0.02098	0.02817	0.01050	0.01050	0.01050	0.01050	0.01608	0.01050
0.02179	0.12150	0.03226	0.01247	0.03741	1.00000	0.05618	0.00166	0.00240	0.02375	0.00255	0.10345	0.00271	0.00444	0.00199	0.01255	0.00074	0.00122	0.00187	0.06736	0.00833	0.00472	0.00660	0.02022	0.20505	0.00288	0.00288	0.00417	0.03623	0.00496	0.02247	0.00496	0.00567	0.00392	0.01255	0.00472	0.00417	0.02913	0.01917	0.01478	0.00369	0.00602	0.00138	0.00472	0.00502	0.00392	0.00444	0.00095	0.02601	0.00288	0.00997	0.01684	0.00326	0.00833	0.00758	0.00392	0.00472	0.01535	0.00444	0.00602	0.00288	0.00288	0.00472	0.40065	0.00496	0.00833	0.02179	0.01141	0.00496	0.01017	0.00575	0.00444	0.02532	0.39210	0.11588	0.00472	0.00444	0.00417	0.00369	0.00392	0.00444	0.01377	0.00997	0.00417	0.03114	0.00369	0.00347	0.00369	0.00417	0.00392	0.00392	0.15789	0.00444	0.03072	0.01003	0.00417	0.00036	0.00326	0.00392	0.00369	0.00575	0.00502	0.00472	0.01705	0.01176	0.01587	0.00502	0.00444	0.02875	0.00392	0.00392	0.02278	0.00326	0.01003	0.00444	0.00603	0.00392	0.00554	0.01671	0.00417	0.00444	0.01706	0.01340	0.00392	0.05119	0.00444	0.00444	0.00347	0.03802	0.00392	0.02110	0.17162	0.00417	0.00326	0.00997	0.00392	0.00833	0.00444	0.02110	0.07556	0.01255	0.01255	0.02110	0.00444	0.00392	0.00392	0.00392	0.00758	0.00392
0.05521	0.19658	0.09375	0.05965	0.07643	0.05618	1.00000	0.00347	0.00187	0.06164	0.02338	0.20690	0.00502	0.03181	0.01429	0.07895	0.01117	0.01616	0.01719	0.09030	0.05882	0.04328	0.04167	0.16760	0.10435	0.03383	0.01616	0.01616	0.07339	0.06264	0.01616	0.06264	0.01944	0.03598	0.31579	0.02991	0.04328	0.08108	0.01616	0.23511	0.04895	0.03673	0.01828	0.04895	0.03598	0.04603	0.03181	0.00987	0.24324	0.02991	0.05607	0.08571	0.02991	0.21569	0.05085	0.04603	0.04895	0.04934	0.05206	0.03673	0.02645	0.02645	0.04895	0.08182	0.06264	0.21569	0.05521	0.06818	0.06264	0.11538	0.06513	0.04603	0.01828	0.23140	0.57534	0.04895	0.04603	0.04895	0.04895	0.04603	0.05206	0.06522	0.05607	0.04328	0.14851	0.03383	0.04069	0.04895	0.04328	0.05206	0.03598	0.29508	0.04603	0.05825	0.05660	0.05537	0.00225	0.02338	0.04603	0.02338	0.06513	0.05206	0.04328	0.16226	0.57143	0.09278	0.05206	0.04603	0.12389	0.04603	0.04603	0.11688	0.03826	0.05660	0.04603	0.03826	0.04603	0.03285	0.05515	0.05537	0.04603	0.08738	0.06294	0.04603	0.27184	0.04603	0.04603	0.04603	0.04603	0.05206	0.12000	0.01944	0.04328	0.03826	0.05607	0.04603	0.21569	0.05206	0.25333	0.14493	0.07895	0.07895	0.12000	0.04603	0.04603	0.04603	0.04603	0.05085	0.04603
0.00502	0.00043	0.00055	0.01828	0.00089	0.00166	0.00347	1.00000	0.00392	0.00101	0.00603	0.00114	0.00212	0.00502	0.00417	0.00417	0.00156	0.00288	0.00347	0.01050	0.00682	0.00772	0.00772	0.00642	0.00138	0.00533	0.00417	0.00603	0.00326	0.00987	0.00326	0.01117	0.00726	0.00567	0.00929	0.00873	0.00772	0.00929	0.00288	0.00821	0.00772	0.00567	0.00326	0.00873	0.00929	0.00821	0.00821	0.00255	0.00444	0.00772	0.00987	0.00821	0.00772	0.01117	0.00873	0.00929	0.00873	0.00772	0.00929	0.00533	0.00472	0.00417	0.00873	0.00567	0.00929	0.00821	0.00369	0.01050	0.00392	0.00821	0.00873	0.00821	0.00603	0.00567	0.01050	0.00987	0.00929	0.00873	0.00987	0.00929	0.01050	0.00603	0.00929	0.00987	0.00873	0.00873	0.00726	0.01117	0.00987	0.01050	0.00821	0.01343	0.00929	0.00987	0.00726	0.00987	0.00058	0.00533	0.01050	0.00533	0.00929	0.00821	0.00873	0.00873	0.00929	0.00326	0.00821	0.01050	0.01050	0.00929	0.00929	0.00567	0.00772	0.00772	0.00929	0.00987	0.00929	0.00821	0.01050	0.00772	0.01050	0.01188	0.00726	0.00929	0.00929	0.00929	0.00929	0.00821	0.00929	0.01050	0.00987	0.00392	0.00873	0.00987	0.00873	0.00929	0.00873	0.00929	0.01050	0.01050	0.01050	0.01050	0.01050	0.00929	0.00929	0.00929	0.00929	0.00873	0.01050
0.00212	0.00048	0.00055	0.00987	0.00062	0.00240	0.00187	0.00392	1.00000	0.00129	0.00472	0.00079	0.00212	0.00567	0.00326	0.00326	0.00156	0.00288	0.00307	0.00726	0.00603	0.00533	0.00603	0.00502	0.00199	0.00603	0.00326	0.00533	0.00472	0.00603	0.00326	0.00533	0.00821	0.00642	0.00567	0.00603	0.00682	0.00642	0.00288	0.00502	0.00772	0.00212	0.00369	0.00682	0.00502	0.00642	0.00929	0.00138	0.00347	0.00472	0.00603	0.00444	0.00603	0.00682	0.00603	0.00642	0.00682	0.00603	0.00726	0.00533	0.00417	0.00288	0.00603	0.00444	0.00642	0.00502	0.00603	0.00726	0.00347	0.00392	0.00417	0.00642	0.00603	0.00567	0.00642	0.00682	0.00726	0.00682	0.00603	0.00642	0.00642	0.00326	0.00642	0.00603	0.00472	0.00603	0.00567	0.00682	0.00682	0.00726	0.00821	0.00642	0.00642	0.00682	0.00502	0.00682	0.00040	0.00417	0.00642	0.00472	0.00567	0.00726	0.00603	0.00603	0.00567	0.00225	0.00642	0.00642	0.00642	0.00726	0.00642	0.00444	0.00533	0.00682	0.00726	0.00603	0.00642	0.00726	0.00726	0.00772	0.00726	0.00726	0.00642	0.00642	0.00642	0.00642	0.00726	0.00567	0.00642	0.00642	0.00682	0.00271	0.00603	0.00603	0.00603	0.00642	0.00682	0.00726	0.00642	0.00642	0.00642	0.00642	0.00642	0.00726	0.00642	0.00642	0.00642	0.00603	0.00642
0.17352	0.03468	0.03947	0.02072	0.11268	0.02375	0.06164	0.00101	0.00129	1.00000	0.00255	0.10490	0.00444	0.00347	0.00176	0.01515	0.00138	0.00176	0.00240	0.02190	0.01132	0.00288	0.00915	0.07447	0.05263	0.00288	0.00108	0.00369	0.04100	0.00763	0.00255	0.00763	0.00726	0.00392	0.01515	0.00326	0.00472	0.03593	0.00156	0.02088	0.00326	0.00840	0.00199	0.00326	0.00307	0.00271	0.00212	0.00156	0.03235	0.00326	0.01227	0.01863	0.00417	0.01132	0.01038	0.00307	0.00326	0.10817	0.00347	0.00840	0.00199	0.00288	0.00369	0.03614	0.00763	0.01132	0.17352	0.01389	0.00763	0.01250	0.00804	0.00392	0.00288	0.05085	0.11628	0.00369	0.00347	0.00326	0.03183	0.00307	0.00347	0.01546	0.01227	0.00369	0.03185	0.00369	0.00307	0.00288	0.00326	0.00307	0.00271	0.14530	0.00347	0.03145	0.01235	0.00326	0.02608	0.00225	0.00307	0.06897	0.00804	0.00392	0.00369	0.02387	0.01429	0.02233	0.00271	0.00347	0.03550	0.00307	0.00307	0.02857	0.00255	0.01235	0.00307	0.00326	0.00307	0.00777	0.11719	0.00369	0.00347	0.01887	0.01508	0.04598	0.05660	0.00307	0.00347	0.00307	0.00307	0.00347	0.02290	0.00146	0.00326	0.00288	0.01227	0.00307	0.01132	0.00307	0.02290	0.07200	0.01515	0.01515	0.02290	0.00347	0.00307	0.00307	0.00307	0.01038	0.00307
